deg,mos_pred,model
prompt_1221-135766-0014_gt_1221-135766-0004_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.9564101696014404,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1221-135766-0007_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.713833808898926,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1221-135766-0014_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.276399612426758,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1320-122612-0004_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.027761936187744,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1320-122612-0005_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.246939182281494,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1320-122612-0007_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,2.7714462280273438,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1320-122612-0008_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.83526349067688,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1580-141084-0034_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.2016336917877197,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1580-141084-0040_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.555995941162109,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1580-141084-0047_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.29066801071167,NISQA_TTS_v1
prompt_1221-135766-0014_gt_1580-141084-0048_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.059418201446533,NISQA_TTS_v1
prompt_1221-135766-0014_gt_2094-142345-0001_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.552111625671387,NISQA_TTS_v1
prompt_1221-135766-0014_gt_2094-142345-0021_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.0284695625305176,NISQA_TTS_v1
prompt_1221-135766-0014_gt_2094-142345-0024_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.6374588012695312,NISQA_TTS_v1
prompt_1221-135766-0014_gt_2094-142345-0058_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.236410617828369,NISQA_TTS_v1
prompt_1221-135766-0014_gt_2300-131720-0000_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.128164052963257,NISQA_TTS_v1
prompt_1221-135766-0014_gt_2300-131720-0009_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.2863717079162598,NISQA_TTS_v1
prompt_1221-135766-0014_gt_2300-131720-0015_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.310580730438232,NISQA_TTS_v1
prompt_1221-135766-0014_gt_2300-131720-0027_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,2.6595304012298584,NISQA_TTS_v1
prompt_1221-135766-0014_gt_260-123288-0001_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,2.6482484340667725,NISQA_TTS_v1
prompt_1221-135766-0014_gt_260-123288-0002_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.349382400512695,NISQA_TTS_v1
prompt_1221-135766-0014_gt_260-123288-0006_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.8821754455566406,NISQA_TTS_v1
prompt_1221-135766-0014_gt_260-123288-0011_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.255620002746582,NISQA_TTS_v1
prompt_1221-135766-0014_gt_3575-170457-0000_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.0373494625091553,NISQA_TTS_v1
prompt_1221-135766-0014_gt_3575-170457-0005_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.2110977172851562,NISQA_TTS_v1
prompt_1221-135766-0014_gt_3575-170457-0022_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.909254789352417,NISQA_TTS_v1
prompt_1221-135766-0014_gt_3575-170457-0050_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.827874183654785,NISQA_TTS_v1
prompt_1221-135766-0014_gt_5105-28240-0004_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.9867026805877686,NISQA_TTS_v1
prompt_1221-135766-0014_gt_5105-28240-0005_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.925666570663452,NISQA_TTS_v1
prompt_1221-135766-0014_gt_5105-28240-0016_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.197651386260986,NISQA_TTS_v1
prompt_1221-135766-0014_gt_5105-28240-0019_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.005435466766357,NISQA_TTS_v1
prompt_1221-135766-0014_gt_7021-85628-0008_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.4193129539489746,NISQA_TTS_v1
prompt_1221-135766-0014_gt_7021-85628-0009_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.173803806304932,NISQA_TTS_v1
prompt_1221-135766-0014_gt_7021-85628-0010_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.8537838459014893,NISQA_TTS_v1
prompt_1221-135766-0014_gt_7021-85628-0011_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.371873378753662,NISQA_TTS_v1
prompt_1221-135766-0014_gt_7729-102255-0005_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.94111704826355,NISQA_TTS_v1
prompt_1221-135766-0014_gt_7729-102255-0019_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.380568027496338,NISQA_TTS_v1
prompt_1221-135766-0014_gt_7729-102255-0021_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.761716604232788,NISQA_TTS_v1
prompt_1221-135766-0014_gt_7729-102255-0036_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.2778849601745605,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1221-135766-0002_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.405898332595825,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1221-135766-0004_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,2.849172592163086,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1221-135766-0007_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,2.6953084468841553,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1221-135766-0014_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.5620813369750977,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1320-122612-0004_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.024531841278076,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1320-122612-0005_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.364846706390381,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1320-122612-0007_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.460500478744507,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1320-122612-0008_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.8719117641448975,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1580-141084-0034_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.0413076877593994,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1580-141084-0040_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.7306530475616455,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1580-141084-0047_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.714895009994507,NISQA_TTS_v1
prompt_1320-122612-0008_gt_1580-141084-0048_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,2.885995626449585,NISQA_TTS_v1
prompt_1320-122612-0008_gt_2094-142345-0001_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.130445957183838,NISQA_TTS_v1
prompt_1320-122612-0008_gt_2094-142345-0021_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.6927430629730225,NISQA_TTS_v1
prompt_1320-122612-0008_gt_2094-142345-0024_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.389700174331665,NISQA_TTS_v1
prompt_1320-122612-0008_gt_2094-142345-0058_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.066838264465332,NISQA_TTS_v1
prompt_1320-122612-0008_gt_2300-131720-0000_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.7966086864471436,NISQA_TTS_v1
prompt_1320-122612-0008_gt_2300-131720-0009_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.0279316902160645,NISQA_TTS_v1
prompt_1320-122612-0008_gt_2300-131720-0027_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,4.128256320953369,NISQA_TTS_v1
prompt_1320-122612-0008_gt_260-123288-0001_ar_best-train-loss_epoch57pt_nar_epoch-79pt_2023_08_14_19_09_55_0.wav,3.5865252017974854,NISQA_TTS_v1
